PSM6 Levenshtein; PSM6 Jaccard; PSM6 Overlap
v13;2322;0.04392764857881137;0.6071428571428571
v14;553;0.009708737864077669;0.043478260869565216
v15;2102;0.045454545454545456;0.7777777777777778
v16;739;0.14917127071823205;0.627906976744186
v17;990;0.12658227848101267;0.6976744186046512
v18;4423;0.0;0.0
v19;3491;0.04240282685512368;0.7272727272727273
v20;2461;0.0045045045045045045;0.08695652173913043
v21;3218;0.0;0.0
v22;115;0.42857142857142855;0.6666666666666666
v23;1881;0.08547008547008547;0.6666666666666666
v24;388;0.0;0.0
v25;552;0.02666666666666667;0.25
v26;761;0.058823529411764705;0.6875
v27;1539;0.0326530612244898;0.7272727272727273
v28;1628;0.044897959183673466;0.7857142857142857
v29;1680;0.044715447154471545;0.7857142857142857
v30;1853;0.03767123287671233;0.7333333333333333
v31;786;0.1743119266055046;0.9047619047619048
v32;2812;0.0106544901065449;0.16279069767441862
v33;603;0.0703125;0.6428571428571429
v34;1609;0.0842911877394636;0.9565217391304348
v35;534;0.10884353741496598;0.6153846153846154
v36;761;0.17424242424242425;0.8846153846153846
v37;553;0.14583333333333334;0.7241379310344828
v38;1786;0.0;0.0
v39;1027;0.023809523809523808;0.6666666666666666
v40;627;0.044444444444444446;0.6666666666666666
v41;1126;0.03902439024390244;0.6666666666666666
v42;523;0.16831683168316833;0.8095238095238095
v43;521;0.1891891891891892;0.8076923076923077
v44;2133;0.016286644951140065;0.8333333333333334
v45;1013;0.01818181818181818;0.75
v46;1103;0.050761421319796954;0.625
v47;896;0.06802721088435375;0.625
v48;1557;0.10507246376811594;0.6590909090909091
v49;687;0.10344827586206896;1.0
v50;711;0.11038961038961038;0.7391304347826086
v51;598;0.05844155844155844;0.391304347826087
v52;2248;0.0659025787965616;0.7666666666666667
v53;388;0.045871559633027525;0.38461538461538464
v54;497;0.152;0.7037037037037037
v55;720;0.10714285714285714;0.6176470588235294
v56;931;0.0;0.0
v57;556;0.05102040816326531;0.8333333333333334
v58;1105;0.05319148936170213;0.6666666666666666
v59;814;0.07772020725388601;0.6521739130434783
v60;394;0.16666666666666666;0.85
v61;488;0.019736842105263157;0.05454545454545454
v62;989;0.0944206008583691;0.4
v63;1197;0.015037593984962405;0.23529411764705882
v64;1300;0.007380073800738007;0.2
v65;5471;0.00110803324099723;0.18181818181818182
v66;3899;0.0030581039755351682;0.23076923076923078
v67;713;0.0;0.0
v68;737;0.046296296296296294;0.8333333333333334
v69;1658;0.021367521367521368;0.23809523809523808
v70;2187;0.002976190476190476;0.3333333333333333
v71;881;0.0;0.0
v72;984;0.11403508771929824;0.8666666666666667
v73;793;0.08620689655172414;0.8333333333333334
v74;488;0.1826086956521739;0.84
v75;653;0.0949367088607595;0.5
v76;316;0.24705882352941178;0.7777777777777778
v77;121;0.0;0.0
v78;2136;0.026706231454005934;0.9
v79;4892;0.0018467220683287165;0.2857142857142857
v80;1100;0.06417112299465241;0.6666666666666666
v81;850;0.025477707006369428;0.25
v82;1076;0.0546448087431694;0.5
v83;1282;0.06341463414634146;0.5909090909090909
v84;6525;0.0005431830526887561;0.05555555555555555
v85;1710;0.04807692307692308;0.75
v86;8258;0.0;0.0
v87;2237;0.06352941176470588;0.9
v88;808;0.046242774566473986;0.6666666666666666
v89;969;0.03333333333333333;0.5833333333333334
v90;654;0.0;0.0
v91;1211;0.0196078431372549;0.5
v92;913;0.005291005291005291;0.07692307692307693
v93;736;0.1437908496732026;0.7857142857142857
v94;2051;0.0;0.0
v95;2444;0.06596306068601583;0.6944444444444444
v96;1961;0.028391167192429023;0.5
v97;1408;0.09251101321585903;0.7241379310344828
v98;1214;0.12;0.8275862068965517
v99;1482;0.013289036544850499;0.14285714285714285
v100;1498;0.09411764705882353;0.7741935483870968
