ID;raw L;raw J;raw O; BW Levenshtein;BW Jaccard;BW Overlap;GS Levenshtein;GS Jaccard;GS Overlap;GBremove Levenshtein;GBremove Jaccard;GBremove Overlap
n45;757;0.16939890710382513;0.7560975609756098;732;0.12299465240641712;0.5609756097560976;717;0.17679558011049723;0.7804878048780488;780;0.13846153846153847;0.6585365853658537
n46;1514;0.09561752988047809;0.8888888888888888;1523;0.0703125;0.6666666666666666;1546;0.0963855421686747;0.8888888888888888;1617;0.045112781954887216;0.4444444444444444
n47;644;0.18045112781954886;0.96;742;0.09467455621301775;0.64;742;0.1464968152866242;0.92;722;0.02843601895734597;0.24
n48;850;0.24479166666666666;0.7704918032786885;920;0.22330097087378642;0.7540983606557377;901;0.22488038277511962;0.7704918032786885;557;0.0;0.0
n49;795;0.033707865168539325;0.24;829;0.06547619047619048;0.44;753;0.09740259740259741;0.6;728;0.033707865168539325;0.24
n50;576;0.15873015873015872;0.8;403;0.21978021978021978;0.8;538;0.1826086956521739;0.84;383;0.08163265306122448;0.32
n51;535;0.18269230769230768;0.76;576;0.1694915254237288;0.8;520;0.18181818181818182;0.8;505;0.20192307692307693;0.84
n52;803;0.12571428571428572;0.9166666666666666;724;0.13924050632911392;0.9166666666666666;575;0.17557251908396945;0.9583333333333334;687;0.16058394160583941;0.9166666666666666
n53;684;0.2108843537414966;0.7948717948717948;727;0.18292682926829268;0.7692307692307693;726;0.18902439024390244;0.7948717948717948;659;0.19607843137254902;0.7692307692307693
n54;764;0.17297297297297298;0.7619047619047619;769;0.18497109826589594;0.7619047619047619;762;0.19540229885057472;0.8095238095238095;787;0.1853932584269663;0.7857142857142857
n55;829;0.11904761904761904;0.6451612903225806;666;0.1610738255033557;0.7741935483870968;893;0.11235955056179775;0.6451612903225806;781;0.12658227848101267;0.6451612903225806
n56;874;0.165;0.7857142857142857;656;0.09340659340659341;0.40476190476190477;711;0.2236024844720497;0.8571428571428571;571;0.1643835616438356;0.5714285714285714
n57;615;0.2229299363057325;0.8536585365853658;630;0.22535211267605634;0.7804878048780488;645;0.2727272727272727;0.8780487804878049;526;0.2764227642276423;0.8292682926829268
n58;2844;0.011015911872705019;0.19148936170212766;1042;0.06907894736842106;0.44680851063829785;2839;0.014457831325301205;0.2553191489361702;895;0.005714285714285714;0.0425531914893617
n59;2230;0.0;0.0;3703;0.003929273084479371;0.13333333333333333;3534;0.009278350515463918;0.3;4066;0.0;0.0
n60;238;0.22950819672131148;0.9333333333333333;268;0.2153846153846154;0.9333333333333333;187;0.27450980392156865;0.9333333333333333;285;0.1891891891891892;0.9333333333333333
n61;2321;0.05161290322580645;0.8571428571428571;1848;0.0696969696969697;0.8214285714285714;1874;0.08064516129032258;0.8928571428571429;2069;0.061170212765957445;0.8214285714285714
n62;850;0.02631578947368421;0.10294117647058823;1083;0.061224489795918366;0.2647058823529412;865;0.04230769230769231;0.16176470588235295;909;0.06329113924050633;0.22058823529411764
n63;2105;0.0702576112412178;0.625;2072;0.012658227848101266;0.14583333333333334;2429;0.011804384485666104;0.14583333333333334;2273;0.040160642570281124;0.4166666666666667
n64;1467;0.04276315789473684;0.5;1177;0.052;0.5;1202;0.06060606060606061;0.5384615384615384;1371;0.07251908396946564;0.7307692307692307
n65;2200;0.03926701570680628;0.7142857142857143;1997;0.040697674418604654;0.6666666666666666;2097;0.046511627906976744;0.7619047619047619;1948;0.046052631578947366;0.6666666666666666
n66;2033;0.028462998102466792;0.4838709677419355;735;0.0989010989010989;0.5806451612903226;1092;0.04744525547445255;0.41935483870967744;658;0.08496732026143791;0.41935483870967744
n67;1174;0.049107142857142856;0.6111111111111112;1016;0.0893854748603352;0.8888888888888888;1069;0.08673469387755102;0.9444444444444444;1091;0.09289617486338798;0.9444444444444444
n68;1096;0.07906976744186046;0.68;1156;0.07142857142857142;0.64;1837;0.002178649237472767;0.04;609;0.025;0.16
n69;1009;0.125;0.84375;1081;0.09691629955947137;0.6875;932;0.13917525773195877;0.84375;934;0.12560386473429952;0.8125
n70;731;0.03669724770642202;0.08333333333333333;1350;0.11559139784946236;0.4479166666666667;1632;0.1108433734939759;0.4791666666666667;1332;0.12430939226519337;0.46875
n71;2253;0.07552083333333333;0.58;2395;0.07435897435897436;0.58;2284;0.07526881720430108;0.56;2229;0.08152173913043478;0.6
n72;2354;0.09090909090909091;0.75;2401;0.07552083333333333;0.6590909090909091;2553;0.08395061728395062;0.7727272727272727;2543;0.08312342569269521;0.75
n73;4014;0.041474654377880185;0.675;4817;0.03636363636363636;0.7;3865;0.040372670807453416;0.65;3992;0.04552590266875981;0.725
n74;1531;0.007042253521126761;0.13333333333333333;762;0.07317073170731707;0.8;835;0.07777777777777778;0.9333333333333333;757;0.037267080745341616;0.4
n75;421;0.17647058823529413;0.8823529411764706;414;0.16666666666666666;0.8823529411764706;404;0.17045454545454544;0.8823529411764706;427;0.15306122448979592;0.8823529411764706
n76;478;0.12380952380952381;0.8125;488;0.1388888888888889;0.9375;395;0.11363636363636363;0.625;454;0.14583333333333334;0.875
n77;1024;0.08383233532934131;0.6666666666666666;998;0.10975609756097561;0.8571428571428571;1055;0.08092485549132948;0.6666666666666666;975;0.0880503144654088;0.6666666666666666
n78;1299;0.102803738317757;0.7586206896551724;1250;0.10185185185185185;0.7586206896551724;1261;0.10344827586206896;0.7241379310344828;1197;0.09844559585492228;0.6551724137931034
n79;2199;0.05642023346303502;0.5576923076923077;1309;0.13167259786476868;0.7115384615384616;1452;0.10094637223974763;0.6153846153846154;1581;0.10030395136778116;0.6346153846153846
n80;1139;0.12844036697247707;0.7567567567567568;1120;0.1141552511415525;0.6756756756756757;1155;0.12442396313364056;0.7297297297297297;1215;0.1206896551724138;0.7567567567567568
n81;1327;0.043478260869565216;0.7692307692307693;1297;0.046296296296296294;0.7692307692307693;1327;0.04608294930875576;0.7692307692307693;1193;0.03571428571428571;0.5384615384615384
n82;1442;0.0931174089068826;0.696969696969697;1723;0.05351170568561873;0.48484848484848486;1448;0.09387755102040816;0.696969696969697;1507;0.07307692307692308;0.5757575757575758
n83;1623;0.08391608391608392;0.7272727272727273;1566;0.06020066889632107;0.5454545454545454;1665;0.07718120805369127;0.696969696969697;1413;0.05818181818181818;0.48484848484848486
n84;1469;0.08333333333333333;0.7241379310344828;1484;0.07954545454545454;0.7241379310344828;1312;0.09251101321585903;0.7241379310344828;1309;0.09210526315789473;0.7241379310344828
n85;1548;0.13580246913580246;0.8918918918918919;1504;0.13865546218487396;0.8918918918918919;1526;0.12903225806451613;0.8648648648648649;1538;0.13360323886639677;0.8918918918918919
n86;1033;0.1324200913242009;0.6444444444444445;1056;0.1261682242990654;0.6;1066;0.11261261261261261;0.5555555555555556;686;0.0872093023255814;0.3333333333333333
n87;1047;0.1065989847715736;0.525;1102;0.165;0.825;895;0.09239130434782608;0.425;1236;0.15813953488372093;0.85
n88;1382;0.13580246913580246;0.8048780487804879;1427;0.12863070539419086;0.7560975609756098;1449;0.1274131274131274;0.8048780487804879;1407;0.1306122448979592;0.7804878048780488
n89;1538;0.12867647058823528;0.7608695652173914;1327;0.1297071129707113;0.6739130434782609;1327;0.13877551020408163;0.7391304347826086;1303;0.1271186440677966;0.6521739130434783
n90;170;0.0;0.0;2455;0.02696078431372549;0.5238095238095238;2464;0.02696078431372549;0.5238095238095238;169;0.0;0.0
n91;2288;0.01662049861495845;0.35294117647058826;6704;0.0005344735435595938;0.058823529411764705;131;0.0;0.0;257;0.0;0.0
n92;512;0.10989010989010989;0.8333333333333334;425;0.09375;0.75;429;0.06451612903225806;0.5;301;0.08974358974358974;0.5833333333333334
n93;4867;0.012903225806451613;0.37037037037037035;2109;0.002564102564102564;0.037037037037037035;2711;0.0087527352297593;0.14814814814814814;2120;0.002398081534772182;0.037037037037037035
n94;2087;0.12692307692307692;0.8461538461538461;2040;0.08156028368794327;0.5897435897435898;1897;0.13414634146341464;0.8461538461538461;2505;0.10461538461538461;0.8717948717948718
n95;2881;0.04504504504504504;0.8;2686;0.04941176470588235;0.84;2722;0.026530612244897958;0.52;3080;0.01890359168241966;0.4
n96;1695;0.0;0.0;2907;0.06896551724137931;0.8;2983;0.05970149253731343;0.6857142857142857;514;0.023809523809523808;0.08571428571428572
n97;1386;0.12017167381974249;0.9032258064516129;1376;0.09913793103448276;0.7419354838709677;1342;0.10043668122270742;0.7419354838709677;1263;0.0794392523364486;0.5483870967741935
n98;156;0.02;0.045454545454545456;2817;0.03695652173913044;0.7727272727272727;2798;0.04205607476635514;0.8181818181818182;2110;0.013953488372093023;0.2727272727272727
n99;1728;0.0812720848056537;0.6216216216216216;1890;0.07051282051282051;0.5945945945945946;1929;0.06535947712418301;0.5405405405405406;1877;0.09375;0.7297297297297297
n100;1748;0.11808118081180811;0.8421052631578947;1863;0.062111801242236024;0.5263157894736842;1669;0.0821917808219178;0.631578947368421;1830;0.1103202846975089;0.8157894736842105
v1;238;0.33962264150943394;0.8571428571428571;237;0.3137254901960784;0.7619047619047619;242;0.3157894736842105;0.8571428571428571;245;0.36538461538461536;0.9047619047619048
v2;1693;0.0064516129032258064;0.125;2257;0.029490616621983913;0.6875;1884;0.030395136778115502;0.625;2260;0.0215633423180593;0.5
v3;1129;0.023668639053254437;0.4444444444444444;1267;0.031578947368421054;0.6666666666666666;1042;0.055900621118012424;1.0;1147;0.022988505747126436;0.4444444444444444
v4;730;0.0;0.0;405;0.0;0.0;369;0.22340425531914893;0.42857142857142855;388;0.42424242424242425;0.8571428571428571
v5;1565;0.037037037037037035;1.0;1554;0.038461538461538464;1.0;1539;0.03902439024390244;1.0;1476;0.03864734299516908;1.0
v6;1522;0.0657439446366782;0.6333333333333333;1453;0.0684931506849315;0.6666666666666666;1324;0.06934306569343066;0.6333333333333333;1398;0.06691449814126393;0.6
v7;3664;0.08901515151515152;0.734375;3583;0.07518796992481203;0.625;3632;0.0888468809073724;0.734375;3619;0.08395522388059702;0.703125
v8;3628;0.09362549800796813;0.734375;3585;0.09126984126984126;0.71875;3698;0.09021113243761997;0.734375;3707;0.09021113243761997;0.734375
v9;840;0.14093959731543623;0.9130434782608695;720;0.1926605504587156;0.9130434782608695;785;0.1721311475409836;0.9130434782608695;721;0.1926605504587156;0.9130434782608695
v10;528;0.25210084033613445;0.9090909090909091;537;0.234375;0.9090909090909091;526;0.2542372881355932;0.9090909090909091;528;0.25;0.9090909090909091
v11;2753;0.06345733041575492;0.6904761904761905;2891;0.06609808102345416;0.7380952380952381;2881;0.05719921104536489;0.6904761904761905;2738;0.06192660550458716;0.6428571428571429
v12;303;0.0;0.0;302;0.0;0.0;289;0.0;0.0;320;0.0;0.0
v13;2322;0.04392764857881137;0.6071428571428571;2451;0.04488778054862843;0.6428571428571429;2432;0.04285714285714286;0.6428571428571429;2400;0.05141388174807198;0.7142857142857143
v14;553;0.009708737864077669;0.043478260869565216;2160;0.001303780964797914;0.021739130434782608;448;0.0;0.0;1787;0.08498583569405099;0.6521739130434783
v15;2102;0.045454545454545456;0.7777777777777778;2031;0.03785488958990536;0.6666666666666666;1951;0.04406779661016949;0.7222222222222222;1792;0.0066815144766146995;0.16666666666666666
v16;739;0.14917127071823205;0.627906976744186;3147;0.02771618625277162;0.5813953488372093;770;0.09950248756218906;0.46511627906976744;1297;0.039119804400977995;0.37209302325581395
v17;990;0.12658227848101267;0.6976744186046512;5510;0.004733727810650888;0.18604651162790697;3987;0.030362389813907934;0.7209302325581395;2604;0.036585365853658534;0.627906976744186
v18;4423;0.0;0.0;4507;0.0;0.0;4802;0.0007097232079489;0.1;3804;0.0;0.0
v19;3491;0.04240282685512368;0.7272727272727273;3516;0.043327556325823226;0.7575757575757576;3523;0.042328042328042326;0.7272727272727273;3186;0.02952029520295203;0.48484848484848486
v20;2461;0.0045045045045045045;0.08695652173913043;2434;0.004597701149425287;0.08695652173913043;2372;0.004524886877828055;0.08695652173913043;2214;0.00546448087431694;0.08695652173913043
v21;3218;0.0;0.0;2436;0.0;0.0;2256;0.0;0.0;1926;0.0;0.0
v22;115;0.42857142857142855;0.6666666666666666;111;0.4696969696969697;0.6888888888888889;113;0.48484848484848486;0.7111111111111111;128;0.43478260869565216;0.6666666666666666
v23;1881;0.08547008547008547;0.6666666666666666;1955;0.09375;0.7333333333333333;1990;0.09217877094972067;0.7333333333333333;1915;0.08908045977011494;0.6888888888888889
v24;388;0.0;0.0;275;0.0;0.0;299;0.0;0.0;173;0.0;0.0
v25;552;0.02666666666666667;0.25;672;0.020618556701030927;0.25;523;0.0392156862745098;0.375;500;0.02962962962962963;0.25
v26;761;0.058823529411764705;0.6875;669;0.06321839080459771;0.6875;784;0.05472636815920398;0.6875;638;0.06289308176100629;0.625
v27;1539;0.0326530612244898;0.7272727272727273;1571;0.032;0.7272727272727273;1545;0.03305785123966942;0.7272727272727273;1529;0.032388663967611336;0.7272727272727273
v28;1628;0.044897959183673466;0.7857142857142857;1580;0.045454545454545456;0.7857142857142857;1608;0.045081967213114756;0.7857142857142857;1542;0.048034934497816595;0.7857142857142857
v29;1680;0.044715447154471545;0.7857142857142857;1612;0.0411522633744856;0.7142857142857143;1624;0.04583333333333333;0.7857142857142857;1675;0.044;0.7857142857142857
v30;1853;0.03767123287671233;0.7333333333333333;1903;0.03754266211604096;0.7333333333333333;1912;0.03728813559322034;0.7333333333333333;1879;0.03900709219858156;0.7333333333333333
v31;786;0.1743119266055046;0.9047619047619048;753;0.18095238095238095;0.9047619047619048;779;0.18095238095238095;0.9047619047619048;713;0.17592592592592593;0.9047619047619048
v32;2812;0.0106544901065449;0.16279069767441862;7849;0.0019011406844106464;0.09302325581395349;7623;0.004997501249375313;0.23255813953488372;5689;0.0048712595685455815;0.16279069767441862
v33;603;0.0703125;0.6428571428571429;632;0.06521739130434782;0.6428571428571429;600;0.06923076923076923;0.6428571428571429;607;0.07258064516129033;0.6428571428571429
v34;1609;0.0842911877394636;0.9565217391304348;1620;0.08300395256916997;0.9130434782608695;1639;0.08108108108108109;0.9130434782608695;1725;0.07092198581560284;0.8695652173913043
v35;534;0.10884353741496598;0.6153846153846154;887;0.0;0.0;1228;0.0;0.0;529;0.0;0.0
v36;761;0.17424242424242425;0.8846153846153846;807;0.16312056737588654;0.8846153846153846;798;0.16546762589928057;0.8846153846153846;786;0.1678832116788321;0.8846153846153846
v37;553;0.14583333333333334;0.7241379310344828;578;0.13815789473684212;0.7241379310344828;592;0.14864864864864866;0.7586206896551724;651;0.07567567567567568;0.4827586206896552
v38;1786;0.0;0.0;2629;0.0;0.0;2185;0.00303951367781155;0.2;2157;0.0015060240963855422;0.1
v39;1027;0.023809523809523808;0.6666666666666666;885;0.021739130434782608;0.5;974;0.028985507246376812;0.6666666666666666;989;0.01935483870967742;0.5
v40;627;0.044444444444444446;0.6666666666666666;754;0.04504504504504504;0.8333333333333334;741;0.037037037037037035;0.6666666666666666;709;0.0425531914893617;0.6666666666666666
v41;1126;0.03902439024390244;0.6666666666666666;1038;0.008547008547008548;0.16666666666666666;1126;0.037914691943127965;0.6666666666666666;1187;0.01195219123505976;0.25
v42;523;0.16831683168316833;0.8095238095238095;605;0.13709677419354838;0.8095238095238095;537;0.16037735849056603;0.8095238095238095;533;0.1650485436893204;0.8095238095238095
v43;521;0.1891891891891892;0.8076923076923077;563;0.168;0.8076923076923077;498;0.19626168224299065;0.8076923076923077;509;0.1926605504587156;0.8076923076923077
v44;2133;0.016286644951140065;0.8333333333333334;1992;0.00946372239747634;0.5;2124;0.016611295681063124;0.8333333333333334;2052;0.016835016835016835;0.8333333333333334
v45;1013;0.01818181818181818;0.75;985;0.019867549668874173;0.75;723;0.008695652173913044;0.25;830;0.028985507246376812;1.0
v46;1103;0.050761421319796954;0.625;1257;0.05803571428571429;0.8125;1459;0.04741379310344827;0.6875;1251;0.04784688995215311;0.625
v47;896;0.06802721088435375;0.625;896;0.0650887573964497;0.6875;875;0.08275862068965517;0.75;953;0.056818181818181816;0.625
v48;1557;0.10507246376811594;0.6590909090909091;1050;0.1288888888888889;0.6590909090909091;1613;0.10139860139860139;0.6590909090909091;1331;0.11196911196911197;0.6590909090909091
v49;687;0.10344827586206896;1.0;605;0.08333333333333333;0.6666666666666666;656;0.0975609756097561;0.8;580;0.05555555555555555;0.4666666666666667
v50;711;0.11038961038961038;0.7391304347826086;712;0.13125;0.9130434782608695;621;0.12413793103448276;0.782608695652174;564;0.06993006993006994;0.43478260869565216
v51;598;0.05844155844155844;0.391304347826087;644;0.0650887573964497;0.4782608695652174;425;0.09090909090909091;0.43478260869565216;488;0.0703125;0.391304347826087
v52;2248;0.0659025787965616;0.7666666666666667;2294;0.05945945945945946;0.7333333333333333;2159;0.038781163434903045;0.4666666666666667;3509;0.00331858407079646;0.1
v53;388;0.045871559633027525;0.38461538461538464;351;0.054945054945054944;0.38461538461538464;429;0.0423728813559322;0.38461538461538464;316;0.009174311926605505;0.07692307692307693
v54;497;0.152;0.7037037037037037;634;0.08771929824561403;0.5555555555555556;679;0.10919540229885058;0.7037037037037037;507;0.012048192771084338;0.07407407407407407
v55;720;0.10714285714285714;0.6176470588235294;681;0.0979381443298969;0.5588235294117647;660;0.13541666666666666;0.7647058823529411;330;0.0;0.0
v56;931;0.0;0.0;942;0.11952191235059761;0.7692307692307693;1343;0.0705521472392638;0.5897435897435898;1271;0.08783783783783784;0.6666666666666666
v57;556;0.05102040816326531;0.8333333333333334;300;0.11764705882352941;1.0;376;0.08333333333333333;1.0;810;0.038461538461538464;0.8333333333333334
v58;1105;0.05319148936170213;0.6666666666666666;1076;0.0374331550802139;0.4666666666666667;1081;0.08284023668639054;0.9333333333333333;993;0.00966183574879227;0.13333333333333333
v59;814;0.07772020725388601;0.6521739130434783;1301;0.02386634844868735;0.43478260869565216;1252;0.045871559633027525;0.6521739130434783;737;0.1111111111111111;0.6521739130434783
v60;394;0.16666666666666666;0.85;337;0.0967741935483871;0.45;338;0.17346938775510204;0.85;330;0.2222222222222222;0.9
v61;488;0.019736842105263157;0.05454545454545454;769;0.011320754716981131;0.05454545454545454;352;0.02727272727272727;0.05454545454545454;362;0.03;0.0625
v62;989;0.0944206008583691;0.4;4279;0.002005347593582888;0.05454545454545454;450;0.019230769230769232;0.05454545454545454;370;0.016260162601626018;0.03636363636363636
v63;1197;0.015037593984962405;0.23529411764705882;792;0.029850746268656716;0.35294117647058826;837;0.05232558139534884;0.5294117647058824;763;0.08163265306122448;0.7058823529411765
v64;1300;0.007380073800738007;0.2;1259;0.0031545741324921135;0.1;1548;0.005797101449275362;0.2;1630;0.0024509803921568627;0.1
v65;5471;0.00110803324099723;0.18181818181818182;335;0.01282051282051282;0.09090909090909091;379;0.013333333333333334;0.09090909090909091;327;0.08620689655172414;0.45454545454545453
v66;3899;0.0030581039755351682;0.23076923076923078;543;0.08035714285714286;0.6923076923076923;557;0.029411764705882353;0.23076923076923078;563;0.06481481481481481;0.5384615384615384
v67;713;0.0;0.0;1798;0.0;0.0;1194;0.01904761904761905;0.6666666666666666;1285;0.013761467889908258;0.5
v68;737;0.046296296296296294;0.8333333333333334;966;0.034482758620689655;0.8333333333333334;996;0.03067484662576687;0.8333333333333334;286;0.0;0.0
v69;1658;0.021367521367521368;0.23809523809523808;900;0.12195121951219512;0.5952380952380952;946;0.16751269035532995;0.7857142857142857;1190;0.08035714285714286;0.6428571428571429
v70;2187;0.002976190476190476;0.3333333333333333;169;0.06976744186046512;1.0;152;0.06666666666666667;1.0;127;0.0;0.0
v71;881;0.0;0.0;926;0.0;0.0;892;0.0;0.0;864;0.0;0.0
v72;984;0.11403508771929824;0.8666666666666667;847;0.13333333333333333;0.8666666666666667;1027;0.10699588477366255;0.8666666666666667;972;0.13;0.8666666666666667
v73;793;0.08620689655172414;0.8333333333333334;750;0.1;0.8888888888888888;692;0.10596026490066225;0.8888888888888888;570;0.1322314049586777;0.8888888888888888
v74;488;0.1826086956521739;0.84;571;0.17692307692307693;0.92;519;0.19827586206896552;0.92;452;0.21212121212121213;0.84
v75;653;0.0949367088607595;0.5;655;0.14102564102564102;0.7333333333333333;586;0.1386861313868613;0.6333333333333333;656;0.11724137931034483;0.5666666666666667
v76;316;0.24705882352941178;0.7777777777777778;353;0.16;0.5925925925925926;2745;0.0021929824561403508;0.07407407407407407;352;0.08653846153846154;0.3333333333333333
v77;121;0.0;0.0;2188;0.03235294117647059;0.6875;2230;0.02972972972972973;0.6875;120;0.0;0.0
v78;2136;0.026706231454005934;0.9;1923;0.023178807947019868;0.7;2518;0.01728395061728395;0.7;1799;0.021739130434782608;0.6
v79;4892;0.0018467220683287165;0.2857142857142857;4066;0.0009191176470588235;0.14285714285714285;5259;0.0008312551953449709;0.14285714285714285;339;0.0;0.0
