ID;raw L;raw J;raw O; BW Levenshtein;BW Jaccard;BW Overlap;GS Levenshtein;GS Jaccard;GS Overlap;GBremove Levenshtein;GBremove Jaccard;GBremove Overlap
v80;1100;0.06417112299465241;0.6666666666666666;1108;0.06217616580310881;0.6666666666666666;1038;0.06666666666666667;0.6666666666666666;1087;0.06779661016949153;0.6666666666666666
v81;850;0.025477707006369428;0.25;1004;0.06395348837209303;0.6875;941;0.0374331550802139;0.4375;921;0.042105263157894736;0.5
v82;1076;0.0546448087431694;0.5;1028;0.06077348066298342;0.55;1104;0.06565656565656566;0.65;1095;0.07853403141361257;0.75
v83;1282;0.06341463414634146;0.5909090909090909;1116;0.053475935828877004;0.45454545454545453;1264;0.057692307692307696;0.5454545454545454;798;0.005128205128205128;0.045454545454545456
v84;6525;0.0005431830526887561;0.05555555555555555;3782;0.0;0.0;871;0.09302325581395349;0.8888888888888888;762;0.08333333333333333;0.6666666666666666
v85;1710;0.04807692307692308;0.75;1362;0.03474903474903475;0.45;1544;0.04482758620689655;0.65;1592;0.046263345195729534;0.65
v86;8258;0.0;0.0;5785;0.0;0.0;1354;0.024489795918367346;0.75;846;0.04487179487179487;0.875
v87;2237;0.06352941176470588;0.9;2046;0.04608294930875576;0.6666666666666666;2378;0.04086021505376344;0.6333333333333333;1366;0.0;0.0
v88;808;0.046242774566473986;0.6666666666666666;779;0.048484848484848485;0.6666666666666666;693;0.047619047619047616;0.5833333333333334;750;0.026490066225165563;0.3333333333333333
v89;969;0.03333333333333333;0.5833333333333334;838;0.0374331550802139;0.5833333333333334;735;0.03773584905660377;0.5;809;0.023121387283236993;0.3333333333333333
v90;654;0.0;0.0;2168;0.0013192612137203166;0.030303030303030304;1434;0.038901601830663615;0.5151515151515151;474;0.010582010582010581;0.06060606060606061
v91;1211;0.0196078431372549;0.5;963;0.021929824561403508;0.5;1103;0.030303030303030304;0.7;1084;0.025;0.6
v92;913;0.005291005291005291;0.07692307692307693;907;0.005208333333333333;0.07692307692307693;871;0.00558659217877095;0.07692307692307693;1061;0.005208333333333333;0.07692307692307693
v93;736;0.1437908496732026;0.7857142857142857;725;0.0915032679738562;0.5;724;0.1437908496732026;0.7857142857142857;707;0.11486486486486487;0.6071428571428571
v94;2051;0.0;0.0;1902;0.07407407407407407;0.5555555555555556;1885;0.10236220472440945;0.7222222222222222;1829;0.10358565737051793;0.7222222222222222
v95;2444;0.06596306068601583;0.6944444444444444;2464;0.06349206349206349;0.6666666666666666;2237;0.05277777777777778;0.5277777777777778;2525;0.04187192118226601;0.4722222222222222
v96;1961;0.028391167192429023;0.5;1752;0.06666666666666667;0.8888888888888888;1964;0.0622568093385214;0.8888888888888888;650;0.00847457627118644;0.05555555555555555
v97;1408;0.09251101321585903;0.7241379310344828;6110;0.0;0.0;1392;0.0881057268722467;0.6896551724137931;3526;0.0;0.0
v98;1214;0.12;0.8275862068965517;1159;0.12886597938144329;0.8620689655172413;1163;0.125;0.8275862068965517;1216;0.1201923076923077;0.8620689655172413
v99;1482;0.013289036544850499;0.14285714285714285;2943;0.058695652173913045;0.9642857142857143;2897;0.05934065934065934;0.9642857142857143;2501;0.043478260869565216;0.7142857142857143
v100;1498;0.09411764705882353;0.7741935483870968;1855;0.08108108108108109;0.7741935483870968;1769;0.06597222222222222;0.6129032258064516;1928;0.07973421926910298;0.7741935483870968
