Levenshtein; Jaccard; Overlap
v56;942;0.11952191235059761;0.7692307692307693
v57;300;0.11764705882352941;1.0
v58;1076;0.0374331550802139;0.4666666666666667
v59;1301;0.02386634844868735;0.43478260869565216
v60;337;0.0967741935483871;0.45
v61;769;0.011320754716981131;0.05454545454545454
v62;4279;0.002005347593582888;0.05454545454545454
v63;792;0.029850746268656716;0.35294117647058826
v64;1259;0.0031545741324921135;0.1
v65;335;0.01282051282051282;0.09090909090909091
v66;543;0.08035714285714286;0.6923076923076923
v67;1798;0.0;0.0
v68;966;0.034482758620689655;0.8333333333333334
v69;900;0.12195121951219512;0.5952380952380952
v70;169;0.06976744186046512;1.0
v71;926;0.0;0.0
v72;847;0.13333333333333333;0.8666666666666667
v73;750;0.1;0.8888888888888888
v74;571;0.17692307692307693;0.92
v75;655;0.14102564102564102;0.7333333333333333
v76;353;0.16;0.5925925925925926
v77;2188;0.03235294117647059;0.6875
v78;1923;0.023178807947019868;0.7
v79;4066;0.0009191176470588235;0.14285714285714285
v80;1108;0.06217616580310881;0.6666666666666666
v81;1004;0.06395348837209303;0.6875
v82;1028;0.06077348066298342;0.55
v83;1116;0.053475935828877004;0.45454545454545453
v84;3782;0.0;0.0
v85;1362;0.03474903474903475;0.45
v86;5785;0.0;0.0
v87;2046;0.04608294930875576;0.6666666666666666
v88;779;0.048484848484848485;0.6666666666666666
v89;838;0.0374331550802139;0.5833333333333334
v90;2168;0.0013192612137203166;0.030303030303030304
v91;963;0.021929824561403508;0.5
v92;907;0.005208333333333333;0.07692307692307693
v93;725;0.0915032679738562;0.5
v94;1902;0.07407407407407407;0.5555555555555556
v95;2464;0.06349206349206349;0.6666666666666666
v96;1752;0.06666666666666667;0.8888888888888888
v97;6110;0.0;0.0
v98;1159;0.12886597938144329;0.8620689655172413
v99;2943;0.058695652173913045;0.9642857142857143
v100;1855;0.08108108108108109;0.7741935483870968
