n1;589;0.17209302325581396;0.3894736842105263
n2;813;0.0;0.0
n3;1105;0.017123287671232876;0.0847457627118644
n4;7264;0.007149666348903718;0.32608695652173914
v1;951;0.00641025641025641;0.09523809523809523
v2;1123;0.0036496350364963502;0.0625
v3;1551;0.03361344537815126;0.8888888888888888
v4;456;0.3364485981308411;0.7346938775510204
n1;589;0.17209302325581396;0.3894736842105263
n2;813;0.0;0.0
n3;1105;0.017123287671232876;0.0847457627118644
n4;7264;0.007149666348903718;0.32608695652173914
v1;951;0.00641025641025641;0.09523809523809523
v2;1123;0.0036496350364963502;0.0625
v3;1551;0.03361344537815126;0.8888888888888888
v4;456;0.3364485981308411;0.7346938775510204
