PSM11 Levenshtein; PSM11 Jaccard; PSM11 Overlap
n80;1157;0.08771929824561403;0.5405405405405406
n81;1295;0.045454545454545456;0.6923076923076923
n82;1584;0.08679245283018867;0.696969696969697
n83;1619;0.08582089552238806;0.696969696969697
n84;1350;0.0811965811965812;0.6551724137931034
n85;1670;0.11940298507462686;0.8648648648648649
n86;982;0.09333333333333334;0.4666666666666667
n87;960;0.09268292682926829;0.475
n88;1499;0.12698412698412698;0.7804878048780488
n89;1540;0.10408921933085502;0.6086956521739131
n90;153;0.0;0.0
n91;2582;0.026525198938992044;0.5882352941176471
n92;571;0.09433962264150944;0.8333333333333334
n93;4376;0.0167427701674277;0.4074074074074074
n94;2348;0.11301369863013698;0.8461538461538461
n95;3304;0.03614457831325301;0.72
n96;889;0.0;0.0
n97;1495;0.13574660633484162;0.967741935483871
n98;166;0.0;0.0
n99;1749;0.08571428571428572;0.6486486486486487
n100;1613;0.11155378486055777;0.7368421052631579
v1;247;0.3333333333333333;0.9047619047619048
v2;2300;0.027624309392265192;0.625
v3;1165;0.024691358024691357;0.4444444444444444
v4;457;0.0;0.0
v5;1599;0.037914691943127965;1.0
v6;1418;0.061068702290076333;0.5333333333333333
v7;3842;0.08545454545454545;0.734375
v8;3791;0.08955223880597014;0.75
v9;810;0.15151515151515152;0.8695652173913043
v10;537;0.26548672566371684;0.9090909090909091
v11;2717;0.07881773399014778;0.7619047619047619
v12;318;0.0;0.0
v13;2463;0.05093833780160858;0.6785714285714286
v14;361;0.0;0.0
v15;1978;0.04693140794223827;0.7222222222222222
v16;789;0.1657754010695187;0.7209302325581395
v17;930;0.15841584158415842;0.7441860465116279
v18;1830;0.0;0.0
v19;3368;0.047244094488188976;0.7272727272727273
v20;2165;0.005917159763313609;0.08695652173913043
v21;939;0.0;0.0
v22;120;0.47761194029850745;0.7111111111111111
v23;1836;0.08011869436201781;0.6
v24;217;0.0;0.0
v25;413;0.04081632653061224;0.25
v26;532;0.10619469026548672;0.75
v27;1404;0.03902439024390244;0.7272727272727273
v28;1540;0.048672566371681415;0.7857142857142857
v29;1627;0.04721030042918455;0.7857142857142857
v30;1958;0.03355704697986577;0.6666666666666666
v31;789;0.1565217391304348;0.8571428571428571
v32;4080;0.006659267480577136;0.13953488372093023
v33;562;0.09;0.6428571428571429
v34;1613;0.08641975308641975;0.9130434782608695
v35;489;0.1810344827586207;0.8076923076923077
v36;819;0.16911764705882354;0.8846153846153846
v37;485;0.18867924528301888;0.6896551724137931
v38;608;0.0;0.0
v39;894;0.03225806451612903;0.6666666666666666
v40;697;0.045454545454545456;0.6666666666666666
v41;1109;0.052941176470588235;0.75
v42;555;0.14953271028037382;0.7619047619047619
v43;524;0.1926605504587156;0.8076923076923077
v44;2209;0.015822784810126583;0.8333333333333334
v45;781;0.007518796992481203;0.25
v46;1051;0.018867924528301886;0.25
v47;854;0.07142857142857142;0.625
v48;1851;0.09508196721311475;0.6590909090909091
v49;638;0.1;0.7333333333333333
v50;741;0.08333333333333333;0.5217391304347826
v51;476;0.07407407407407407;0.34782608695652173
v52;2406;0.059431524547803614;0.7666666666666667
v53;329;0.06493506493506493;0.38461538461538464
v54;451;0.1346153846153846;0.5185185185185185
v55;499;0.09022556390977443;0.35294117647058826
v56;301;0.0;0.0
v57;688;0.053763440860215055;0.8333333333333334
v58;1020;0.036585365853658534;0.4
v59;680;0.12605042016806722;0.6521739130434783
v60;276;0.23076923076923078;0.75
v61;590;0.10526315789473684;0.2909090909090909
v62;925;0.09345794392523364;0.36363636363636365
v63;484;0.01694915254237288;0.11764705882352941
v64;942;0.012269938650306749;0.2
v65;1339;0.014749262536873156;0.45454545454545453
v66;1630;0.018421052631578946;0.5384615384615384
v67;231;0.0;0.0
v68;881;0.02158273381294964;0.5
v69;952;0.006920415224913495;0.047619047619047616
v70;75;0.16666666666666666;1.0
v71;849;0.0;0.0
v72;1009;0.116751269035533;0.7666666666666667
v73;800;0.08695652173913043;0.7777777777777778
v74;680;0.11188811188811189;0.64
v75;713;0.13924050632911392;0.7333333333333333
v76;420;0.12380952380952381;0.48148148148148145
v77;117;0.0;0.0
v78;2127;0.020958083832335328;0.7
v79;2651;0.0;0.0
v80;1228;0.09195402298850575;0.8888888888888888
v81;843;0.06493506493506493;0.625
v82;1291;0.05687203791469194;0.6
v83;1189;0.023474178403755867;0.22727272727272727
v84;3290;0.0;0.0
v85;1551;0.0546875;0.7
v86;3321;0.0012674271229404308;0.125
v87;2085;0.07894736842105263;0.9
v88;541;0.009174311926605505;0.08333333333333333
v89;860;0.023809523809523808;0.3333333333333333
v90;258;0.0;0.0
v91;773;0.03870967741935484;0.6
v92;942;0.006369426751592357;0.07692307692307693
v93;706;0.168;0.75
v94;531;0.005813953488372093;0.027777777777777776
v95;2384;0.07164179104477612;0.6666666666666666
v96;1123;0.004291845493562232;0.05555555555555555
v97;1440;0.08225108225108226;0.6551724137931034
v98;1246;0.10628019323671498;0.7586206896551724
v99;529;0.0;0.0
v100;1546;0.09465020576131687;0.7419354838709677
