ID;original Lev;original Jac;original Ove; B&W Lev;B&W Jac;B&W Ove;GS Lev;GS Jac;GS Ove;GS noise remove Lev;GS noise remove Jac;GS noise remove Ove;BG remove Lev;BG remove Jac;BG remove Ove;BG remove + BW Lev;BG remove + BW Jac;BG remove + BW Ove;BG remove + GS Lev;BG remove + GS Jac;BG remove + GS Ove;Noise remove Lev;Noise remove Jac;Noise remove Ove
n91;2288;0.01662049861495845;0.35294117647058826;6704;0.0005344735435595938;0.058823529411764705;131;0.0;0.0;137;0.0;0.0;257;0.0;0.0;254;0.0;0.0;261;0.0;0.0;1548;0.007518796992481203;0.11764705882352941
n92;512;0.10989010989010989;0.8333333333333334;425;0.09375;0.75;429;0.06451612903225806;0.5;507;0.0594059405940594;0.5;301;0.08974358974358974;0.5833333333333334;346;0.125;0.8333333333333334;325;0.08571428571428572;0.5;515;0.12222222222222222;0.9166666666666666
n93;4867;0.012903225806451613;0.37037037037037035;2109;0.002564102564102564;0.037037037037037035;2711;0.0087527352297593;0.14814814814814814;2350;0.005235602094240838;0.07407407407407407;2120;0.002398081534772182;0.037037037037037035;1061;0.0031645569620253164;0.037037037037037035;2099;0.0024449877750611247;0.037037037037037035;2946;0.006185567010309278;0.1111111111111111
n94;2087;0.12692307692307692;0.8461538461538461;2040;0.08156028368794327;0.5897435897435898;1897;0.13414634146341464;0.8461538461538461;2308;0.11604095563139932;0.8717948717948718;2505;0.10461538461538461;0.8717948717948718;2483;0.10149253731343283;0.8717948717948718;2438;0.11147540983606558;0.8717948717948718;2423;0.10658307210031348;0.8717948717948718
n95;2881;0.04504504504504504;0.8;2686;0.04941176470588235;0.84;2722;0.026530612244897958;0.52;3119;0.042105263157894736;0.8;3080;0.01890359168241966;0.4;3099;0.02676864244741874;0.56;3077;0.018975332068311195;0.4;2946;0.02976190476190476;0.6
n96;1695;0.0;0.0;2907;0.06896551724137931;0.8;2983;0.05970149253731343;0.6857142857142857;2767;0.06788511749347259;0.7428571428571429;514;0.023809523809523808;0.08571428571428572;459;0.0;0.0;2670;0.035545023696682464;0.42857142857142855;324;0.0;0.0
n97;1386;0.12017167381974249;0.9032258064516129;1376;0.09913793103448276;0.7419354838709677;1342;0.10043668122270742;0.7419354838709677;1224;0.11737089201877934;0.8064516129032258;1263;0.0794392523364486;0.5483870967741935;1290;0.10185185185185185;0.7096774193548387;1264;0.08530805687203792;0.5806451612903226;1387;0.12173913043478261;0.9032258064516129
n98;156;0.02;0.045454545454545456;2817;0.03695652173913044;0.7727272727272727;2798;0.04205607476635514;0.8181818181818182;2726;0.041463414634146344;0.7727272727272727;2110;0.013953488372093023;0.2727272727272727;2061;0.014423076923076924;0.2727272727272727;2089;0.014184397163120567;0.2727272727272727;176;0.0;0.0
n99;1728;0.0812720848056537;0.6216216216216216;1890;0.07051282051282051;0.5945945945945946;1929;0.06535947712418301;0.5405405405405406;1875;0.0896551724137931;0.7027027027027027;1877;0.09375;0.7297297297297297;1923;0.09523809523809523;0.7567567567567568;1877;0.09407665505226481;0.7297297297297297;1752;0.09712230215827339;0.7297297297297297
n100;1748;0.11808118081180811;0.8421052631578947;1863;0.062111801242236024;0.5263157894736842;1669;0.0821917808219178;0.631578947368421;1866;0.07975460122699386;0.6842105263157895;1830;0.1103202846975089;0.8157894736842105;1969;0.08441558441558442;0.6842105263157895;1833;0.10915492957746478;0.8157894736842105;1683;0.10211267605633803;0.7631578947368421
v1;238;0.33962264150943394;0.8571428571428571;237;0.3137254901960784;0.7619047619047619;242;0.3157894736842105;0.8571428571428571;260;0.32142857142857145;0.8571428571428571;245;0.36538461538461536;0.9047619047619048;513;0.04964539007092199;0.3333333333333333;252;0.34545454545454546;0.9047619047619048;258;0.31666666666666665;0.9047619047619048
v2;1693;0.0064516129032258064;0.125;2257;0.029490616621983913;0.6875;1884;0.030395136778115502;0.625;2195;0.01366120218579235;0.3125;2260;0.0215633423180593;0.5;2211;0.02168021680216802;0.5;2265;0.021220159151193633;0.5;2645;0.022573363431151242;0.625
v3;1129;0.023668639053254437;0.4444444444444444;1267;0.031578947368421054;0.6666666666666666;1042;0.055900621118012424;1.0;1266;0.05113636363636364;1.0;1147;0.022988505747126436;0.4444444444444444;1208;0.0213903743315508;0.4444444444444444;1142;0.023121387283236993;0.4444444444444444;1238;0.020512820512820513;0.4444444444444444
v4;730;0.0;0.0;405;0.0;0.0;369;0.22340425531914893;0.42857142857142855;287;0.3181818181818182;0.5714285714285714;388;0.42424242424242425;0.8571428571428571;388;0.42;0.8571428571428571;389;0.4387755102040816;0.8775510204081632;427;0.0;0.0
v5;1565;0.037037037037037035;1.0;1554;0.038461538461538464;1.0;1539;0.03902439024390244;1.0;1521;0.038834951456310676;1.0;1476;0.03864734299516908;1.0;1452;0.018691588785046728;0.5;1391;0.039603960396039604;1.0;1522;0.03773584905660377;1.0
v6;1522;0.0657439446366782;0.6333333333333333;1453;0.0684931506849315;0.6666666666666666;1324;0.06934306569343066;0.6333333333333333;1420;0.06884057971014493;0.6333333333333333;1398;0.06691449814126393;0.6;1237;0.06227106227106227;0.5666666666666667;1348;0.06545454545454546;0.6;1416;0.07037037037037037;0.6333333333333333
v7;3664;0.08901515151515152;0.734375;3583;0.07518796992481203;0.625;3632;0.0888468809073724;0.734375;3526;0.07034220532319392;0.578125;3619;0.08395522388059702;0.703125;3414;0.05311355311355311;0.453125;3636;0.08598130841121496;0.71875;3593;0.08687615526802218;0.734375
v8;3628;0.09362549800796813;0.734375;3585;0.09126984126984126;0.71875;3698;0.09021113243761997;0.734375;3709;0.08695652173913043;0.71875;3707;0.09021113243761997;0.734375;3702;0.08620689655172414;0.703125;3648;0.08952380952380952;0.734375;3645;0.09448818897637795;0.75
v9;840;0.14093959731543623;0.9130434782608695;720;0.1926605504587156;0.9130434782608695;785;0.1721311475409836;0.9130434782608695;695;0.19444444444444445;0.9130434782608695;721;0.1926605504587156;0.9130434782608695;808;0.03932584269662921;0.30434782608695654;775;0.16153846153846155;0.9130434782608695;765;0.16153846153846155;0.9130434782608695
v10;528;0.25210084033613445;0.9090909090909091;537;0.234375;0.9090909090909091;526;0.2542372881355932;0.9090909090909091;518;0.25862068965517243;0.9090909090909091;528;0.25;0.9090909090909091;515;0.225;0.8181818181818182;532;0.24793388429752067;0.9090909090909091;497;0.26548672566371684;0.9090909090909091
v11;2753;0.06345733041575492;0.6904761904761905;2891;0.06609808102345416;0.7380952380952381;2881;0.05719921104536489;0.6904761904761905;2673;0.06775700934579439;0.6904761904761905;2738;0.06192660550458716;0.6428571428571429;2748;0.0625;0.6428571428571429;2744;0.060948081264108354;0.6428571428571429;2693;0.06697459584295612;0.6904761904761905
v12;303;0.0;0.0;302;0.0;0.0;289;0.0;0.0;331;0.0;0.0;320;0.0;0.0;290;0.0;0.0;319;0.0;0.0;328;0.0;0.0
v13;2322;0.04392764857881137;0.6071428571428571;2451;0.04488778054862843;0.6428571428571429;2432;0.04285714285714286;0.6428571428571429;2284;0.0521978021978022;0.6785714285714286;2400;0.05141388174807198;0.7142857142857143;2429;0.05037783375314862;0.7142857142857143;2403;0.05089058524173028;0.7142857142857143;2326;0.05121293800539083;0.6785714285714286
v14;553;0.009708737864077669;0.043478260869565216;2160;0.001303780964797914;0.021739130434782608;448;0.0;0.0;370;0.0;0.0;1787;0.08498583569405099;0.6521739130434783;1548;0.09657320872274143;0.6739130434782609;1811;0.08450704225352113;0.6521739130434783;335;0.02127659574468085;0.043478260869565216
v15;2102;0.045454545454545456;0.7777777777777778;2031;0.03785488958990536;0.6666666666666666;1951;0.04406779661016949;0.7222222222222222;1921;0.047619047619047616;0.7222222222222222;1792;0.0066815144766146995;0.16666666666666666;2183;0.04229607250755287;0.7777777777777778;461;0.006756756756756757;0.05555555555555555;1986;0.04912280701754386;0.7777777777777778
v16;739;0.14917127071823205;0.627906976744186;3147;0.02771618625277162;0.5813953488372093;770;0.09950248756218906;0.46511627906976744;745;0.13953488372093023;0.5581395348837209;1297;0.039119804400977995;0.37209302325581395;928;0.10176991150442478;0.5348837209302325;1208;0.04215456674473068;0.4186046511627907;772;0.10526315789473684;0.46511627906976744
v17;990;0.12658227848101267;0.6976744186046512;5510;0.004733727810650888;0.18604651162790697;3987;0.030362389813907934;0.7209302325581395;1062;0.11721611721611722;0.7441860465116279;2604;0.036585365853658534;0.627906976744186;933;0.14285714285714285;0.6744186046511628;3039;0.03333333333333333;0.6744186046511628;793;0.12755102040816327;0.5813953488372093
v18;4423;0.0;0.0;4507;0.0;0.0;4802;0.0007097232079489;0.1;2633;0.0;0.0;3804;0.0;0.0;2061;0.0;0.0;3774;0.0;0.0;494;0.0058823529411764705;0.1
v19;3491;0.04240282685512368;0.7272727272727273;3516;0.043327556325823226;0.7575757575757576;3523;0.042328042328042326;0.7272727272727273;3181;0.04563492063492063;0.696969696969697;3186;0.02952029520295203;0.48484848484848486;3422;0.03684210526315789;0.6363636363636364;3456;0.04136690647482014;0.696969696969697;3387;0.04364326375711575;0.696969696969697
v20;2461;0.0045045045045045045;0.08695652173913043;2434;0.004597701149425287;0.08695652173913043;2372;0.004524886877828055;0.08695652173913043;2269;0.0053475935828877;0.08695652173913043;2214;0.00546448087431694;0.08695652173913043;2194;0.00546448087431694;0.08695652173913043;2221;0.005449591280653951;0.08695652173913043;2188;0.00558659217877095;0.08695652173913043
v21;3218;0.0;0.0;2436;0.0;0.0;2256;0.0;0.0;2254;0.0;0.0;1926;0.0;0.0;1931;0.0;0.0;2053;0.0;0.0;2562;0.0;0.0
v22;115;0.42857142857142855;0.6666666666666666;111;0.4696969696969697;0.6888888888888889;113;0.48484848484848486;0.7111111111111111;114;0.4626865671641791;0.6888888888888889;128;0.43478260869565216;0.6666666666666666;130;0.43478260869565216;0.6666666666666666;121;0.42028985507246375;0.6444444444444445;115;0.44776119402985076;0.6666666666666666
v23;1881;0.08547008547008547;0.6666666666666666;1955;0.09375;0.7333333333333333;1990;0.09217877094972067;0.7333333333333333;1988;0.09195402298850575;0.7111111111111111;1915;0.08908045977011494;0.6888888888888889;1853;0.09166666666666666;0.7333333333333333;2032;0.08241758241758242;0.6666666666666666;1930;0.09411764705882353;0.7111111111111111
v24;388;0.0;0.0;275;0.0;0.0;299;0.0;0.0;196;0.0;0.0;173;0.0;0.0;364;0.022222222222222223;0.125;170;0.0;0.0;223;0.0;0.0
v25;552;0.02666666666666667;0.25;672;0.020618556701030927;0.25;523;0.0392156862745098;0.375;405;0.045871559633027525;0.3125;500;0.02962962962962963;0.25;434;0.05;0.375;510;0.02877697841726619;0.25;423;0.046153846153846156;0.375
v26;761;0.058823529411764705;0.6875;669;0.06321839080459771;0.6875;784;0.05472636815920398;0.6875;712;0.07228915662650602;0.75;638;0.06289308176100629;0.625;605;0.06289308176100629;0.625;634;0.0625;0.625;583;0.08163265306122448;0.75
v27;1539;0.0326530612244898;0.7272727272727273;1571;0.032;0.7272727272727273;1545;0.03305785123966942;0.7272727272727273;1544;0.03404255319148936;0.7272727272727273;1529;0.032388663967611336;0.7272727272727273;1439;0.037209302325581395;0.7272727272727273;1510;0.034334763948497854;0.7272727272727273;1509;0.03404255319148936;0.7272727272727273
v28;1628;0.044897959183673466;0.7857142857142857;1580;0.045454545454545456;0.7857142857142857;1608;0.045081967213114756;0.7857142857142857;1539;0.04721030042918455;0.7857142857142857;1542;0.048034934497816595;0.7857142857142857;1383;0.043478260869565216;0.7142857142857143;1547;0.04741379310344827;0.7857142857142857;1555;0.05128205128205128;0.8571428571428571
v29;1680;0.044715447154471545;0.7857142857142857;1612;0.0411522633744856;0.7142857142857143;1624;0.04583333333333333;0.7857142857142857;1577;0.04782608695652174;0.7857142857142857;1675;0.044;0.7857142857142857;1506;0.03137254901960784;0.5714285714285714;1635;0.046218487394957986;0.7857142857142857;1621;0.046413502109704644;0.7857142857142857
v30;1853;0.03767123287671233;0.7333333333333333;1903;0.03754266211604096;0.7333333333333333;1912;0.03728813559322034;0.7333333333333333;1856;0.03873239436619718;0.7333333333333333;1879;0.03900709219858156;0.7333333333333333;1885;0.038869257950530034;0.7333333333333333;1882;0.03873239436619718;0.7333333333333333;1777;0.04150943396226415;0.7333333333333333
v31;786;0.1743119266055046;0.9047619047619048;753;0.18095238095238095;0.9047619047619048;779;0.18095238095238095;0.9047619047619048;793;0.16521739130434782;0.9047619047619048;713;0.17592592592592593;0.9047619047619048;756;0.1743119266055046;0.9047619047619048;716;0.1743119266055046;0.9047619047619048;755;0.18446601941747573;0.9047619047619048
v32;2812;0.0106544901065449;0.16279069767441862;7849;0.0019011406844106464;0.09302325581395349;7623;0.004997501249375313;0.23255813953488372;5271;0.009985734664764621;0.32558139534883723;5689;0.0048712595685455815;0.16279069767441862;2782;0.047685834502103785;0.7906976744186046;5736;0.004158004158004158;0.13953488372093023;361;0.008264462809917356;0.023255813953488372
v33;603;0.0703125;0.6428571428571429;632;0.06521739130434782;0.6428571428571429;600;0.06923076923076923;0.6428571428571429;579;0.07692307692307693;0.6428571428571429;607;0.07258064516129033;0.6428571428571429;590;0.07317073170731707;0.6428571428571429;599;0.07377049180327869;0.6428571428571429;568;0.07758620689655173;0.6428571428571429
v34;1609;0.0842911877394636;0.9565217391304348;1620;0.08300395256916997;0.9130434782608695;1639;0.08108108108108109;0.9130434782608695;1551;0.08641975308641975;0.9130434782608695;1725;0.07092198581560284;0.8695652173913043;1666;0.08208955223880597;0.9565217391304348;1675;0.07636363636363637;0.9130434782608695;1641;0.08139534883720931;0.9130434782608695
v35;534;0.10884353741496598;0.6153846153846154;887;0.0;0.0;1228;0.0;0.0;387;0.0;0.0;529;0.0;0.0;571;0.0;0.0;484;0.0;0.0;474;0.13636363636363635;0.6923076923076923
v36;761;0.17424242424242425;0.8846153846153846;807;0.16312056737588654;0.8846153846153846;798;0.16546762589928057;0.8846153846153846;784;0.17293233082706766;0.8846153846153846;786;0.1678832116788321;0.8846153846153846;813;0.16312056737588654;0.8846153846153846;789;0.16666666666666666;0.8846153846153846;801;0.16428571428571428;0.8846153846153846
v37;553;0.14583333333333334;0.7241379310344828;578;0.13815789473684212;0.7241379310344828;592;0.14864864864864866;0.7586206896551724;577;0.13071895424836602;0.6896551724137931;651;0.07567567567567568;0.4827586206896552;597;0.09248554913294797;0.5517241379310345;658;0.07407407407407407;0.4827586206896552;514;0.16666666666666666;0.7586206896551724
v38;1786;0.0;0.0;2629;0.0;0.0;2185;0.00303951367781155;0.2;960;0.007633587786259542;0.2;2157;0.0015060240963855422;0.1;2146;0.0015220700152207;0.1;2157;0.0015128593040847202;0.1;877;0.0;0.0
v39;1027;0.023809523809523808;0.6666666666666666;885;0.021739130434782608;0.5;974;0.028985507246376812;0.6666666666666666;935;0.02702702702702703;0.6666666666666666;989;0.01935483870967742;0.5;880;0.006802721088435374;0.16666666666666666;787;0.026785714285714284;0.5;1020;0.017964071856287425;0.5
v40;627;0.044444444444444446;0.6666666666666666;754;0.04504504504504504;0.8333333333333334;741;0.037037037037037035;0.6666666666666666;711;0.049019607843137254;0.8333333333333334;709;0.0425531914893617;0.6666666666666666;629;0.047058823529411764;0.6666666666666666;724;0.043010752688172046;0.6666666666666666;668;0.041666666666666664;0.6666666666666666
v41;1126;0.03902439024390244;0.6666666666666666;1038;0.008547008547008548;0.16666666666666666;1126;0.037914691943127965;0.6666666666666666;1037;0.02197802197802198;0.3333333333333333;1187;0.01195219123505976;0.25;1101;0.003355704697986577;0.08333333333333333;1171;0.012096774193548387;0.25;1021;0.030612244897959183;0.5
v42;523;0.16831683168316833;0.8095238095238095;605;0.13709677419354838;0.8095238095238095;537;0.16037735849056603;0.8095238095238095;527;0.1650485436893204;0.8095238095238095;533;0.1650485436893204;0.8095238095238095;534;0.16666666666666666;0.8095238095238095;540;0.16666666666666666;0.8095238095238095;535;0.1588785046728972;0.8095238095238095
v43;521;0.1891891891891892;0.8076923076923077;563;0.168;0.8076923076923077;498;0.19626168224299065;0.8076923076923077;519;0.1891891891891892;0.8076923076923077;509;0.1926605504587156;0.8076923076923077;507;0.19090909090909092;0.8076923076923077;505;0.19090909090909092;0.8076923076923077;517;0.18181818181818182;0.7692307692307693
v44;2133;0.016286644951140065;0.8333333333333334;1992;0.00946372239747634;0.5;2124;0.016611295681063124;0.8333333333333334;2091;0.017123287671232876;0.8333333333333334;2052;0.016835016835016835;0.8333333333333334;1455;0.003389830508474576;0.16666666666666666;2043;0.016891891891891893;0.8333333333333334;2110;0.016666666666666666;0.8333333333333334
v45;1013;0.01818181818181818;0.75;985;0.019867549668874173;0.75;723;0.008695652173913044;0.25;855;0.03125;1.0;830;0.028985507246376812;1.0;1883;0.00881057268722467;1.0;834;0.028169014084507043;1.0;987;0.02666666666666667;1.0
v46;1103;0.050761421319796954;0.625;1257;0.05803571428571429;0.8125;1459;0.04741379310344827;0.6875;1129;0.06741573033707865;0.75;1251;0.04784688995215311;0.625;1347;0.04219409282700422;0.625;1254;0.047619047619047616;0.625;1446;0.0502092050209205;0.75
v47;896;0.06802721088435375;0.625;896;0.0650887573964497;0.6875;875;0.08275862068965517;0.75;870;0.07913669064748201;0.6875;953;0.056818181818181816;0.625;978;0.055865921787709494;0.625;959;0.05649717514124294;0.625;975;0.07453416149068323;0.75
v48;1557;0.10507246376811594;0.6590909090909091;1050;0.1288888888888889;0.6590909090909091;1613;0.10139860139860139;0.6590909090909091;1397;0.11553784860557768;0.6590909090909091;1331;0.11196911196911197;0.6590909090909091;1383;0.10546875;0.6136363636363636;1234;0.1018867924528302;0.6136363636363636;1561;0.11636363636363636;0.7272727272727273
v49;687;0.10344827586206896;1.0;605;0.08333333333333333;0.6666666666666666;656;0.0975609756097561;0.8;587;0.10526315789473684;0.8;580;0.05555555555555555;0.4666666666666667;613;0.05303030303030303;0.4666666666666667;566;0.05511811023622047;0.4666666666666667;612;0.13043478260869565;1.0
v50;711;0.11038961038961038;0.7391304347826086;712;0.13125;0.9130434782608695;621;0.12413793103448276;0.782608695652174;652;0.16541353383458646;0.9565217391304348;564;0.06993006993006994;0.43478260869565216;558;0.09090909090909091;0.5217391304347826;564;0.06944444444444445;0.43478260869565216;662;0.13768115942028986;0.8260869565217391
v51;598;0.05844155844155844;0.391304347826087;644;0.0650887573964497;0.4782608695652174;425;0.09090909090909091;0.43478260869565216;488;0.0743801652892562;0.391304347826087;488;0.0703125;0.391304347826087;490;0.06521739130434782;0.391304347826087;495;0.06976744186046512;0.391304347826087;540;0.061068702290076333;0.34782608695652173
v52;2248;0.0659025787965616;0.7666666666666667;2294;0.05945945945945946;0.7333333333333333;2159;0.038781163434903045;0.4666666666666667;2242;0.0744047619047619;0.8333333333333334;3509;0.00331858407079646;0.1;3493;0.0033259423503325942;0.1;3516;0.004489337822671156;0.13333333333333333;2283;0.07803468208092486;0.9
v53;388;0.045871559633027525;0.38461538461538464;351;0.054945054945054944;0.38461538461538464;429;0.0423728813559322;0.38461538461538464;299;0.06329113924050633;0.38461538461538464;316;0.009174311926605505;0.07692307692307693;347;0.027777777777777776;0.23076923076923078;334;0.009259259259259259;0.07692307692307693;287;0.0625;0.38461538461538464
v54;497;0.152;0.7037037037037037;634;0.08771929824561403;0.5555555555555556;679;0.10919540229885058;0.7037037037037037;499;0.13385826771653545;0.6296296296296297;507;0.012048192771084338;0.07407407407407407;612;0.015873015873015872;0.1111111111111111;712;0.013513513513513514;0.1111111111111111;502;0.13559322033898305;0.5925925925925926
v55;720;0.10714285714285714;0.6176470588235294;681;0.0979381443298969;0.5588235294117647;660;0.13541666666666666;0.7647058823529411;560;0.1643835616438356;0.7058823529411765;330;0.0;0.0;224;0.0;0.0;334;0.0;0.0;561;0.1038961038961039;0.47058823529411764
v56;931;0.0;0.0;942;0.11952191235059761;0.7692307692307693;1343;0.0705521472392638;0.5897435897435898;1181;0.11742424242424243;0.7948717948717948;1271;0.08783783783783784;0.6666666666666666;1300;0.08417508417508418;0.6410256410256411;1294;0.087248322147651;0.6666666666666666;279;0.0;0.0
v57;556;0.05102040816326531;0.8333333333333334;300;0.11764705882352941;1.0;376;0.08333333333333333;1.0;631;0.054945054945054944;0.8333333333333334;810;0.038461538461538464;0.8333333333333334;796;0.03731343283582089;0.8333333333333334;746;0.04132231404958678;0.8333333333333334;723;0.04854368932038835;0.8333333333333334
v58;1105;0.05319148936170213;0.6666666666666666;1076;0.0374331550802139;0.4666666666666667;1081;0.08284023668639054;0.9333333333333333;1050;0.06832298136645963;0.7333333333333333;993;0.00966183574879227;0.13333333333333333;1060;0.008547008547008548;0.13333333333333333;951;0.010416666666666666;0.13333333333333333;1021;0.06451612903225806;0.6666666666666666
v59;814;0.07772020725388601;0.6521739130434783;1301;0.02386634844868735;0.43478260869565216;1252;0.045871559633027525;0.6521739130434783;748;0.12403100775193798;0.6956521739130435;737;0.1111111111111111;0.6521739130434783;632;0.125;0.6956521739130435;620;0.12195121951219512;0.6521739130434783;638;0.12698412698412698;0.6956521739130435
v60;394;0.16666666666666666;0.85;337;0.0967741935483871;0.45;338;0.17346938775510204;0.85;362;0.19101123595505617;0.85;330;0.2222222222222222;0.9;320;0.23076923076923078;0.9;327;0.22784810126582278;0.9;352;0.16091954022988506;0.7
v61;488;0.019736842105263157;0.05454545454545454;769;0.011320754716981131;0.05454545454545454;352;0.02727272727272727;0.05454545454545454;364;0.00909090909090909;0.01818181818181818;362;0.03;0.0625;364;0.01639344262295082;0.03636363636363636;358;0.01680672268907563;0.03636363636363636;360;0.08208955223880597;0.2
v62;989;0.0944206008583691;0.4;4279;0.002005347593582888;0.05454545454545454;450;0.019230769230769232;0.05454545454545454;386;0.025210084033613446;0.05454545454545454;370;0.016260162601626018;0.03636363636363636;370;0.0;0.0;368;0.007246376811594203;0.01818181818181818;1000;0.11255411255411256;0.4727272727272727
v63;1197;0.015037593984962405;0.23529411764705882;792;0.029850746268656716;0.35294117647058826;837;0.05232558139534884;0.5294117647058824;813;0.05625;0.5294117647058824;763;0.08163265306122448;0.7058823529411765;715;0.027777777777777776;0.23529411764705882;717;0.028169014084507043;0.23529411764705882;217;0.013333333333333334;0.058823529411764705
v64;1300;0.007380073800738007;0.2;1259;0.0031545741324921135;0.1;1548;0.005797101449275362;0.2;1218;0.008097165991902834;0.2;1630;0.0024509803921568627;0.1;826;0.03597122302158273;0.5;1475;0.0;0.0;945;0.0;0.0
v65;5471;0.00110803324099723;0.18181818181818182;335;0.01282051282051282;0.09090909090909091;379;0.013333333333333334;0.09090909090909091;323;0.03508771929824561;0.18181818181818182;327;0.08620689655172414;0.45454545454545453;329;0.05454545454545454;0.2727272727272727;328;0.08771929824561403;0.45454545454545453;913;0.03827751196172249;0.7272727272727273
v66;3899;0.0030581039755351682;0.23076923076923078;543;0.08035714285714286;0.6923076923076923;557;0.029411764705882353;0.23076923076923078;570;0.07216494845360824;0.5384615384615384;563;0.06481481481481481;0.5384615384615384;529;0.08333333333333333;0.6153846153846154;568;0.0660377358490566;0.5384615384615384;909;0.020942408376963352;0.3076923076923077
v67;713;0.0;0.0;1798;0.0;0.0;1194;0.01904761904761905;0.6666666666666666;1241;0.026737967914438502;0.8333333333333334;1285;0.013761467889908258;0.5;782;0.020689655172413793;0.5;838;0.026490066225165563;0.6666666666666666;161;0.0;0.0
v68;737;0.046296296296296294;0.8333333333333334;966;0.034482758620689655;0.8333333333333334;996;0.03067484662576687;0.8333333333333334;899;0.03225806451612903;0.6666666666666666;286;0.0;0.0;689;0.013245033112582781;0.3333333333333333;901;0.03007518796992481;0.6666666666666666;866;0.0234375;0.5
v69;1658;0.021367521367521368;0.23809523809523808;900;0.12195121951219512;0.5952380952380952;946;0.16751269035532995;0.7857142857142857;899;0.17647058823529413;0.7857142857142857;1190;0.08035714285714286;0.6428571428571429;1003;0.15165876777251186;0.7619047619047619;1199;0.08484848484848485;0.6666666666666666;983;0.11304347826086956;0.6190476190476191
v70;2187;0.002976190476190476;0.3333333333333333;169;0.06976744186046512;1.0;152;0.06666666666666667;1.0;91;0.09375;1.0;127;0.0;0.0;60;0.0;0.0;120;0.0;0.0;106;0.10714285714285714;1.0
v71;881;0.0;0.0;926;0.0;0.0;892;0.0;0.0;845;0.0;0.0;864;0.0;0.0;889;0.0;0.0;880;0.0;0.0;819;0.0;0.0
v72;984;0.11403508771929824;0.8666666666666667;847;0.13333333333333333;0.8666666666666667;1027;0.10699588477366255;0.8666666666666667;812;0.14444444444444443;0.8666666666666667;972;0.13;0.8666666666666667;793;0.1270718232044199;0.7666666666666667;983;0.12745098039215685;0.8666666666666667;886;0.13756613756613756;0.8666666666666667
v73;793;0.08620689655172414;0.8333333333333334;750;0.1;0.8888888888888888;692;0.10596026490066225;0.8888888888888888;816;0.09467455621301775;0.8888888888888888;570;0.1322314049586777;0.8888888888888888;628;0.13114754098360656;0.8888888888888888;567;0.1322314049586777;0.8888888888888888;762;0.08426966292134831;0.8333333333333334
v74;488;0.1826086956521739;0.84;571;0.17692307692307693;0.92;519;0.19827586206896552;0.92;581;0.19658119658119658;0.92;452;0.21212121212121213;0.84;502;0.18584070796460178;0.84;464;0.21212121212121213;0.84;469;0.2391304347826087;0.88
v75;653;0.0949367088607595;0.5;655;0.14102564102564102;0.7333333333333333;586;0.1386861313868613;0.6333333333333333;700;0.10204081632653061;0.5;656;0.11724137931034483;0.5666666666666667;598;0.12837837837837837;0.6333333333333333;657;0.11564625850340136;0.5666666666666667;636;0.10344827586206896;0.5
v76;316;0.24705882352941178;0.7777777777777778;353;0.16;0.5925925925925926;2745;0.0021929824561403508;0.07407407407407407;1909;0.0;0.0;352;0.08653846153846154;0.3333333333333333;2925;0.002036659877800407;0.07407407407407407;350;0.10784313725490197;0.4074074074074074;354;0.27058823529411763;0.8518518518518519
v77;121;0.0;0.0;2188;0.03235294117647059;0.6875;2230;0.02972972972972973;0.6875;2104;0.03343465045592705;0.6875;120;0.0;0.0;1350;0.0038314176245210726;0.0625;1540;0.003676470588235294;0.0625;127;0.0;0.0
v78;2136;0.026706231454005934;0.9;1923;0.023178807947019868;0.7;2518;0.01728395061728395;0.7;2291;0.018617021276595744;0.7;1799;0.021739130434782608;0.6;1672;0.0;0.0;1941;0.02572347266881029;0.8;2231;0.018617021276595744;0.7
v79;4892;0.0018467220683287165;0.2857142857142857;4066;0.0009191176470588235;0.14285714285714285;5259;0.0008312551953449709;0.14285714285714285;3332;0.0;0.0;339;0.0;0.0;233;0.0;0.0;317;0.0;0.0;2847;0.0016750418760469012;0.14285714285714285
v80;1100;0.06417112299465241;0.6666666666666666;1108;0.06217616580310881;0.6666666666666666;1038;0.06666666666666667;0.6666666666666666;1006;0.08176100628930817;0.7222222222222222;1087;0.06779661016949153;0.6666666666666666;1154;0.05853658536585366;0.6666666666666666;1086;0.06741573033707865;0.6666666666666666;1130;0.06666666666666667;0.6666666666666666
v81;850;0.025477707006369428;0.25;1004;0.06395348837209303;0.6875;941;0.0374331550802139;0.4375;918;0.07228915662650602;0.75;921;0.042105263157894736;0.5;832;0.02531645569620253;0.25;933;0.04145077720207254;0.5;1038;0.06976744186046512;0.75
v82;1076;0.0546448087431694;0.5;1028;0.06077348066298342;0.55;1104;0.06565656565656566;0.65;1037;0.08187134502923976;0.7;1095;0.07853403141361257;0.75;860;0.0;0.0;1097;0.08064516129032258;0.75;1020;0.08383233532934131;0.7
v83;1282;0.06341463414634146;0.5909090909090909;1116;0.053475935828877004;0.45454545454545453;1264;0.057692307692307696;0.5454545454545454;1218;0.06842105263157895;0.5909090909090909;798;0.005128205128205128;0.045454545454545456;858;0.009950248756218905;0.09090909090909091;801;0.005025125628140704;0.045454545454545456;1330;0.059907834101382486;0.5909090909090909
